Region,District, 0-28 DAYS FEMALE ,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE ,10-19 YEARS MALE ,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE ,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE ,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE ,10-19 YRS (B/S & RDT) MALE ,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE, 20+ (B/S & RDT) MALE ,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE ,29DAYS-4YRS (B/S & RDT) MALE  ,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE ,5-9YRS (B/S & RDT) MALE ,5-9YRS (B/S & RDT) TOTAL,0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL  ,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E)
Busoga,Kamuli District,112,86,198,49194,29545,73268,84102,39191,123293,87906,21816,109722,34415,29650,64065,104,81,170,49051,29857,78908,83791,39121,122912,34224,29564,63788,28461,21765,50226,24,17,41,48354,29111,77465,82071,38778,120849,34005,29109,63114,28100,140744,168844,4165,9637,13802,255729,120288,292420,34527,29736,64263,486319,540252,1515,1.01057259,540252,356.6019802,0.9187,33.1239
Tooro,Kamwenge District,25,11,36,18224,12204,45109,21130,10308,31438,30414,7464,37878,10533,10707,21240,24,11,35,17408,11854,29262,20209,9477,29686,10216,10380,20596,8848,7263,16111,57,104,161,17364,11693,29057,20106,9448,29554,10127,10306,20433,8737,45057,53794,602,1656,2258,80326,40694,144890,10558,10718,21276,270668,337167,1695,1.022211623,337167,198.9185841,0.2903,30.574
Kigezi,Kanungu District,27,11,38,4185,3425,22095,7825,5691,13516,5771,1844,7615,2137,1872,4009,24,11,35,3885,3230,7115,7055,5146,12201,1978,1746,3724,1869,1719,3588,7,10,17,3859,3207,7066,7001,5118,12119,1957,1733,3690,1840,9085,10925,172,441,613,19945,12843,64488,2164,1883,4047,252144,310062,1275,1.020892447,310062,243.1858824,0.8195, 29.7426
Bugisu,Kapchorwa District,1,1,2,1231,1029,1908,2362,1506,3868,1385,499,1884,442,427,869,1,1,2,1230,1029,2259,2362,1498,3860,442,427,869,532,499,1031,9,6,15,1228,1029,2257,2341,1494,3835,442,427,869,532,2432,2964,34,54,88,5421,3462,7770,443,428,871,105186,133621,212,1.024216287,133621,630.2877358,1.3514,34.3754
Teso,Kapelebyong District,9,3,12,16100,7937,22331,16395,4867,21262,14312,4539,18851,4432,4136,8568,9,3,11,16136,7944,24080,16395,5253,21648,4432,4130,8562,6039,4539,10578,30,19,49,16029,8313,24342,16289,4845,21134,4400,4090,8490,5999,24979,30978,540,1365,1905,51248,21482,62533,4441,4139,8580,87580,143536,1203,1.050644012,143536,119.3150457,2.211,33.7518
Karamoja,Karamoja,132,109,241,59640,37653,113150,88454,41554,130008,177011,29179,206190,77314,70594,147908,133,108,242,58559,36979,95538,85515,40622,126137,75372,69068,144440,35002,28475,63477,347,206,553,58356,36890,95246,85826,40245,126071,75728,69060,144788,35220,243867,279087,2370,7438,9808,402551,179089,471935,77446,70703,148149,965010,1496117,27407,1.044824564,1496117,54.58886416,2.8309,34.1532
Karamoja,Karenga District,0,2,2,4075,2442,8240,5305,2080,7385,5993,1171,7164,2576,2287,4863,0,2,2,3944,2378,6322,4745,1913,6658,2428,2128,4556,1378,1144,2522,1,1,2,3840,2312,6152,4648,1862,6510,2402,2091,4493,1352,8301,9653,106,464,570,17949,7982,28021,2576,2289,4865,51233,100375,25702,1.069565971,100375,3.905338106,3.5691,33.6931
Tooro,Kasese District,14,16,30,11788,9395,59640,24115,16559,40674,14097,4086,18183,4936,4664,9600,14,13,27,11438,9013,20451,23343,15982,39325,4637,4448,9085,4439,3845,8284,43,31,74,11361,8954,20315,23165,15907,39072,4628,4425,9053,4412,21711,26123,247,687,934,54950,34720,191809,4950,4680,9630,694987,853831,2795,1.020797326,853831,305.4851521,0.1699, 30.0781
North Central,Kassanda District,39,28,67,7139,5582,18987,11616,7046,18662,12673,3438,16111,4600,4333,8933,38,26,66,7115,5564,12679,11643,7044,18687,4554,4324,8878,3983,3408,7391,30,6,36,6979,5450,12429,11402,6943,18345,6190,4264,10454,3933,21669,25602,492,2031,2523,36067,20427,67713,4639,4361,9000,271544,314008,1819,1.014635493,314008,172.626718,0.5761,31.7195
Teso,Katakwi District,4,5,9,27486,17532,48448,27804,11786,39590,25520,8835,34355,7957,7312,15269,3,4,7,27364,17462,44826,27400,11732,39132,7899,7231,15130,10867,8794,19661,7,5,12,26753,17133,43886,26975,11567,38542,7773,7420,15193,10624,45065,55689,1798,5370,7168,88771,45470,132516,7961,7317,15278,166231,234332,2306,1.03493234,234332,101.6183868,1.9142,33.9583
North Central,Kayunga District,133,115,248,17710,12125,43582,25715,12741,38456,42345,10033,52378,16034,14937,30971,100,81,184,17472,11916,29388,25412,12410,37822,15680,14638,30318,11771,9879,21650,66,50,116,17310,11757,29067,25102,12291,37393,15672,14614,30286,11569,63176,74745,1518,3160,4678,101937,49951,150018,16167,15052,31219,368062,439175,1596,1.017821599,439175,275.1723058,0.7014,32.9029
Ankole,Kazo District,41,28,69,11124,9062,15322,12512,7670,20182,10790,3939,14729,3364,3001,6365,37,27,64,10905,8900,19805,12045,7492,19537,3248,2900,6148,4675,3860,8535,4,1,5,10862,8812,19674,11952,7405,19357,3195,2866,6061,4639,19183,23822,270,924,1194,37831,23700,44994,3405,3029,6434,177054,208898,1558,1.016676661,208898,134.0808729,0.3576,32.5571
Bunyoro,Kibaale District,45,28,73,4272,3136,12181,6071,3420,9491,8063,1904,9967,2907,2891,5798,21,19,40,4064,3001,7065,5541,3033,8574,2738,2681,5419,2204,1818,4022,16,10,26,4003,2967,6970,5463,3014,8477,2729,2679,5408,2211,11655,13866,549,1234,1783,21358,11379,39808,2952,2919,5871,140947,237649,1153,1.053629727,237649,206.1136167,0.8088,31.0335
North Central,Kiboga District,12,9,21,6786,5554,16258,9982,7417,17399,11010,3225,14235,3730,3699,7429,8,8,16,6729,5501,12230,9788,7003,16791,3680,3625,7305,3585,3203,6788,30,6,36,6686,5477,12163,9772,7018,16790,3628,3595,7223,3560,17509,21069,171,488,659,31520,19904,53838,3742,3708,7450,148218,183255,1586,1.02144618,183255,115.5453972,0.8658,31.9473
Bukedi,Kibuku District,22,29,51,37674,18860,3479,45119,9045,54164,112893,20039,132932,48494,44504,92998,22,29,50,37674,18858,56532,45104,9033,54137,48494,44498,92992,23882,20038,43920,2,3,5,37423,18725,56148,44843,8982,53825,48228,44345,92573,23761,160051,183812,3327,7964,11291,244202,92477,12900,48516,44533,93049,202033,249441,484,1.021302871,249441,515.3739669,1.0453,33.7993
Kigezi,Kigezi,33,14,47,8699,7980,41615,18316,16272,34588,12618,3842,16460,4665,4196,8861,30,14,44,8295,7703,15998,17303,15530,32833,4464,4020,8484,3992,3667,7659,19,15,34,8246,7641,15887,17195,15440,32635,4423,3993,8416,3952,19973,23925,232,774,1006,44331,32304,133545,4698,4210,8908,1376774,1787231,4993,1.026435829,1787231,357.9473263,0.2667,31.6167
Bunyoro,Kikuube District,32,24,56,17324,9891,35119,23516,9865,33381,40958,7448,48406,16359,15812,32171,32,24,56,21156,9758,30914,23120,9734,32854,16080,15690,31770,8693,7428,16121,24,26,50,16746,9502,26248,22807,9617,32424,15860,15283,31143,8525,55411,63936,1052,2780,3832,98189,43040,122595,16391,15836,32227,267455,379547,2098,1.035622516,379547,180.9089609,1.2375,30.9876
Ankole,Kiruhura District,7,4,11,7371,7173,6560,8619,6900,15519,8905,3235,12140,2703,2668,5371,7,3,10,7362,7170,14532,8591,6886,15477,2699,2662,5361,3566,3232,6798,1,1,2,7362,7169,14531,8591,6885,15476,2698,2652,5350,3566,15713,19279,222,767,989,27605,19980,21943,2710,2672,5382,151023,203502,3003,1.03027357,203502,67.76623377,0.322,30.8039
Bunyoro,Kiryandongo District,18,17,35,22047,16519,43064,16811,9002,25813,32369,8836,41205,11661,11027,22688,81,15,34,21476,16063,37539,16232,8731,24963,11293,10660,21953,10018,8576,18594,23,16,39,21527,16267,37794,16392,8546,24938,11335,10686,22021,10256,51163,61419,1403,2694,4097,82906,45401,238936,11679,11044,22723,266197,364872,3582,1.032033365,364872,101.8626466,2.018,32.0837
Kigezi,Kisoro District,1,0,1,1162,1374,2639,2713,2870,5583,2966,707,3673,1132,1093,2225,1,0,1,1156,1372,2528,2676,2852,5528,1125,1089,2214,776,705,1481,0,2,2,1153,1369,2522,2671,2844,5515,1125,1089,2214,776,4471,5247,1,58,59,7974,6044,11203,1133,1093,2226,281705,433662,690,1.044084579,433662,628.4956522,1.1539,29.6499
Tooro,Kitagwenda District,1,4,5,3616,2759,14041,6359,3580,9939,4349,1344,5693,1625,1337,2962,1,3,4,3589,2748,6337,6321,3564,9885,1609,1321,2930,1663,1338,3001,7,7,14,3572,2733,6305,6226,3524,9750,1609,1321,2930,1654,7576,9230,175,509,684,15950,9024,40364,1626,1341,2967,143786,184947,677,1.025493871,184947,273.1861152,,
Acholi,Kitgum District,24,16,40,32672,18967,69983,29819,10760,40579,49344,11171,60515,18765,17686,36451,23,16,38,32567,18920,51487,29604,10657,40261,18547,17559,36106,13894,11121,25015,36,36,72,32229,18700,50929,29383,10491,39874,18439,17437,35876,13836,74572,88408,1290,2571,3861,130624,58600,193333,18789,17702,36491,204048,239655,4391,1.016214565,239655,54.57868367,3.3397,33.1689
West Nile,Koboko District,17,14,31,11685,6376,40079,12965,4618,17583,18596,4450,23046,6702,6468,13170,15,13,28,11659,6362,18021,12958,4615,17573,6690,6451,13141,5651,4453,10104,16,18,34,11548,6305,17853,13169,4576,17745,6644,6392,13036,5633,28723,34356,891,2030,2921,49965,21926,134879,6719,6482,13201,206495,271781,739,1.027852876,271781,367.7686062,3.5237,31.0335
Lango,Kole District,54,61,115,25446,7355,35766,18392,6228,24620,16966,3987,20953,6344,5712,12056,48,53,114,14787,7249,22036,18146,6145,24291,6258,5644,11902,5360,3937,9297,6,7,13,14926,7336,22262,18295,6219,24514,6334,5704,12038,5440,26903,32343,2124,4369,6493,67202,23343,105780,6398,5773,12171,239327,294301,1073,1.020892478,294301,274.278658,2.3031, 32.7633
Karamoja,Kotido District,37,23,60,9192,6115,15913,17249,7672,24921,34792,5471,40263,15816,14010,29826,37,23,60,9009,5925,14934,16593,7402,23995,15125,13622,28747,6571,5278,11849,59,59,118,8752,5876,14628,16295,7327,23622,14966,13225,28191,6547,46559,53106,210,1147,1357,77086,33291,79503,15853,14033,29886,181050,219734,3610,1.019553156,219734,60.86814404,3.0352, 34.0641
Teso,Kumi District,10,12,22,27073,17294,42317,35611,15369,50980,36207,10035,46242,12781,11862,24643,8,9,17,26442,17022,43464,34484,14727,49211,12394,11477,23871,12048,9712,21760,26,32,58,26556,17521,44077,34572,14801,49373,12381,11456,23837,12051,57647,69698,1274,2808,4082,111682,54572,150740,12791,11874,24665,239268,286992,1005,1.018353399,286992,285.5641791,1.4877,33.9304
Lango,Kwania District,13,14,27,13037,5904,31826,16582,6142,22724,13883,2903,16786,5686,4826,10512,13,14,27,13034,5905,18939,16358,6128,22486,5680,4819,10499,4232,2900,7132,31,27,58,12994,5877,18871,16262,6119,22381,5645,4807,10452,4206,21754,25960,855,1651,2506,49201,19789,99526,5699,4840,10539,183304,216125,1223,1.016607493,216125,176.7170891,1.9033,32.7633
Bugisu,Kween District,0,0,0,1962,1925,3551,4730,3896,8626,2341,778,3119,743,746,1489,0,0,0,1909,1874,3783,4434,3783,8217,710,723,1433,821,763,1584,3,3,6,1907,1884,3791,4423,3761,8184,714,716,1430,827,3843,4670,59,126,185,9776,7345,12097,743,746,1489,93667,129277,851,1.032745867,129277,151.9118684,1.4126,34.5528
North Central,Kyankwanzi District,11,11,22,6402,4577,10619,9164,5119,14283,10991,2996,13987,3968,3724,7692,5,1,5,5938,4138,10076,7969,4506,12475,3646,3395,7041,3197,2880,6077,13,9,22,5750,3981,9731,7922,5089,13011,3519,3254,6773,3031,15473,18504,454,1521,1975,30536,16427,38212,3979,3735,7714,214693,278432,2455,1.026337332,278432,113.4142566,1.2061,31.8164
Tooro,Kyegegwa District,103,82,185,17325,12855,62996,24732,13701,38433,32893,9387,42280,11534,10753,22287,99,79,178,15209,11424,26633,21154,11952,33106,9880,9353,19233,9703,8300,18003,21,13,34,16417,12190,28607,23269,13096,36365,10897,10289,21186,10755,51790,62545,796,2004,2800,86587,46778,197520,11637,10835,22472,281637,501120,1882,1.059315197,501120,266.2699256,0.4818,31.055
Tooro,Kyenjojo District,93,59,152,15063,11192,23198,20515,13530,34045,20927,6135,27062,7605,6900,14505,82,51,133,13796,10467,24263,18469,12399,30868,7023,6435,13458,6650,5720,12370,48,51,99,13715,10452,24167,18522,12359,30881,6988,6407,13395,6574,32264,38838,545,1288,1833,64203,37816,76289,7698,6959,14657,422204,543998,2352,1.025669629,543998,231.2916667,0.6093,30.6401
South Central,Kyotera District,18,14,32,7766,6471,34471,12620,8068,20688,10634,3196,13830,3512,3366,6878,17,15,32,7755,6466,14221,12601,8060,20661,3500,3351,6851,3895,3194,7089,21,13,34,7748,6465,14213,12567,8048,20615,3497,3345,6842,3898,17822,21720,228,733,961,34550,21115,101561,3530,3380,6910,239563,275917,1723,1.014228644,275917,160.1375508,0.6359,31.5456
Acholi,Lamwo District,31,26,57,48061,35377,100414,30575,9730,40305,56119,16437,72556,18752,18533,37285,31,26,57,46426,34038,80464,29409,9282,38691,17947,17722,35669,18384,15816,34200,14,20,34,47339,35005,82344,30186,9565,39751,18578,18175,36753,18983,91001,109984,824,2043,2867,153538,80103,227846,18783,18559,37342,134371,213156,5588,1.047223071,213156,38.14531138,3.491,32.808
Lango,Lango,332,357,689,193312,92313,281894,225943,82545,308488,226432,51975,278407,86127,77950,164077,324,346,690,181517,91442,272959,223170,81384,304554,85519,77318,162837,69991,51594,121585,229,208,437,179862,90678,270540,221989,80743,302732,84829,76718,161547,69423,351596,421019,15067,30611,45678,732146,305140,862093,86459,78307,164766,2061694,2546118,12856,1.021328455,2546118,198.0490044,,
Lango,Lira City,29,31,60,9696,5711,11669,19014,8354,27368,16786,3636,20422,6189,6229,12418,29,29,57,9362,5541,14903,18023,7964,25987,6007,6052,12059,4242,3562,7804,19,25,44,9195,5450,14645,18291,7834,26125,5974,5952,11926,4164,23773,27937,519,1539,2058,51714,23961,46724,6218,6260,12478,207482,245132,285,1.016815033,245132,860.1122807,2.2596,32.8903
Lango,Lira District,7,10,17,14902,7018,21551,23098,7770,30868,19041,3920,22961,7406,6671,14077,7,10,17,14848,6957,21805,22816,7714,30530,7373,6648,14021,5659,3886,9545,20,15,35,14819,6943,21762,22835,7696,30531,7367,6637,14004,5672,29252,34924,855,1526,2381,64454,25389,72078,7413,6681,14094,200561,242216,1046,1.01905033,242216,231.5640535,2.2316,32.9438
Busoga,Luuka District,3,2,5,30197,15017,41848,44511,14391,58902,55150,12663,67813,22374,19029,41403,3,2,5,30216,15014,45230,44456,14391,58847,22373,19032,41405,17087,12663,29750,83,42,125,30107,14949,45056,43885,14289,58174,22312,18973,41285,17056,88031,105087,3102,8283,11385,152235,61102,164735,22377,19031,41408,238020,298639,650,1.02294741,298639,459.4446154,0.7251,33.3037
North Central,Luwero District,202,204,406,29288,24640,57210,35962,22703,58665,42829,14321,57150,14030,13786,27816,144,151,246,25309,21997,47306,28267,331944,360211,12599,12169,24768,13982,13087,27069,38,43,81,24981,21757,46738,27681,17356,45037,12391,13124,25515,13888,66193,80081,1035,3135,4170,122311,75654,175680,14232,13990,28222,456958,616242,2216,1.030356466,616242,278.0875451,0.8271, 32.6277
South Central,Lwengo District,13,13,26,5592,4203,20572,7945,4492,12437,7702,2259,9961,2560,2529,5089,11,13,24,5557,4153,9710,7687,4140,11827,2472,2438,4910,2624,2232,4856,39,33,72,5554,4153,9707,7679,4122,11801,2467,2431,4898,2617,12358,14975,282,835,1117,23812,13496,62370,2573,2542,5115,262604,325263,988,1.021629283,325263,329.2135628,0.4165,31.3999
South Central,Lyantonde District,8,2,10,2860,2359,9059,3884,2555,6439,3559,1235,4794,1114,1061,2175,8,2,10,2862,2359,5221,3882,2556,6438,1119,1064,2183,1436,1235,2671,1,1,2,2829,2330,5159,3819,2529,6348,1100,1053,2153,1419,6211,7630,34,297,331,11425,7212,28459,1122,1063,2185,93753,133017,887,1.035600371,133017,149.9627959,0.2241,31.2168
West Nile,Madi-Okollo District,24,25,49,10873,7160,47165,11375,4517,15892,12197,3587,15784,4018,4009,8027,24,25,49,10388,6718,17106,10991,4401,15392,3804,3777,7581,3963,3353,7316,17,20,37,10898,7156,18054,11488,4485,15973,3985,3999,7984,4183,19928,24111,656,1403,2059,38487,19298,132837,4042,4034,8076,140188,178051,2048,1.024196666,178051,86.93896484,2.8218,31.2168
Bugisu,Manafwa District,6,2,8,4585,3183,15656,8735,5585,14320,11543,2445,13988,4926,4266,9192,5,2,7,4563,3166,7729,8679,5555,14234,4909,4243,9152,3007,2433,5440,8,7,15,4559,3161,7720,8616,5535,14151,4862,4221,9083,2998,17510,20508,542,1050,1592,29795,15481,54702,4932,4268,9200,149544,186917,237,1.022558071,186917,788.6793249,,
West Nile,Maracha District,1,1,2,10463,6044,46178,10386,3647,14033,10321,2955,13276,3388,3150,6538,1,1,2,10354,5982,16336,10194,3512,13706,3348,3108,6456,3973,2917,6890,28,17,45,9870,5842,15712,9803,3405,13208,3184,2949,6133,3801,16528,20329,839,1819,2658,34559,15797,130620,3389,3151,6540,186134,234712,440,1.023460199,234712,533.4363636,3.2873,30.9403
South Central,Masaka City,30,22,52,1778,1387,6184,3632,2739,6371,3088,846,3934,1110,1075,2185,29,20,44,1709,1329,3038,3385,2526,5911,1085,1031,2116,914,829,1743,7,4,11,1713,1337,3050,3416,2528,5944,1084,1012,2096,913,4753,5666,176,424,600,9638,6069,22302,1140,1097,2237,211591,294166,340,1.033497733,294166,865.1941176,0.3427,31.7369
South Central,Masaka District,3,1,4,1308,1018,6112,2548,1643,4191,1704,551,2255,578,549,1127,3,0,3,1306,1018,2324,2542,1639,4181,578,551,1129,606,551,1157,4,3,7,1298,1011,2309,2517,1625,4142,578,549,1127,605,2887,3492,51,192,243,6141,3762,18847,581,550,1131,106626,115455,855,1.007987074,115455,135.0350877,0.4464,31.9018
Bunyoro,Masindi District,8,5,13,10186,7302,23266,12920,7856,20776,15898,4381,20279,5644,5382,11026,6,3,13,9794,7076,16870,12001,7387,19388,5381,5076,10457,4913,4191,9104,36,14,50,9654,6951,16605,11599,7125,18724,5288,5029,10317,4845,24137,28982,615,1304,1919,44656,24926,83168,5652,5387,11039,291113,342635,3891,1.016428918,342635,88.05833976,1.6873,31.7138
Busoga,Mayuge District,80,66,146,23755,13269,48520,38263,16602,54865,47727,11595,59322,19001,16686,35687,80,66,138,23546,13218,36764,37983,16526,54509,18926,16619,35545,14296,11551,25847,41,16,57,23419,13099,36518,37807,16421,54228,18857,16542,35399,14651,76180,90831,2468,4841,7309,128826,58218,197063,19081,16752,35833,473239,577563,1075,1.020121459,577563,537.267907,0.3125,33.528
Bugisu,Mbale City,194,153,347,10075,6397,15160,21876,11075,32951,19662,4593,24255,8046,6927,14973,153,113,265,9840,6227,16067,21080,10723,31803,7892,6783,14675,5672,4467,10139,13,9,22,9800,6215,16015,20861,10657,31518,7814,6711,14525,5621,30180,35801,505,1736,2241,59853,29145,61509,8240,7080,15320,266617,290414,156,1.008586083,290414,1861.628205,1.0871,34.1781
Bugisu,Mbale District,8,3,11,12597,7631,22144,21412,8182,29594,21639,4911,26550,9406,7516,16922,4,2,6,12552,7602,20154,21043,8117,29160,9266,7480,16746,6595,4900,11495,11,9,20,12486,7537,20023,20778,8000,28778,9295,8574,17869,6549,35850,42399,754,1642,2396,65062,28243,77903,9414,7519,16933,222343,290356,360,1.027047984,290356,806.5444444,1.0344,34.1977
Ankole,Mbarara City,6,8,14,1105,759,2280,3035,1905,4940,1729,426,2155,612,610,1222,2,2,4,722,661,1383,1676,1346,3022,516,566,1082,398,366,764,2,3,5,718,656,1374,1674,1342,3016,503,547,1050,393,2193,2586,18,94,112,6487,3708,10891,618,618,1236,199066,264425,471,1.028799021,264425,561.4118896,0.6121, 30.6373
Ankole,Mbarara District,0,1,1,1569,1390,2145,2606,1640,4246,2072,642,2714,735,696,1431,0,1,1,1441,1299,2740,2187,1426,3613,629,573,1202,632,609,1241,1,0,1,1424,1284,2708,2171,1413,3584,621,568,1189,630,3052,3682,19,144,163,6982,4369,8423,735,697,1432,145838,174039,773,1.017835486,174039,225.1474774,0.6121,30.6373
Ankole,Mitooma District,15,8,23,4399,3647,10055,6241,4213,10454,4466,1859,6325,1422,1197,2619,15,8,23,4321,3565,7886,6097,3934,10031,1403,1163,2566,2028,1808,3836,0,4,4,4232,3478,7710,5979,3834,9813,1380,1140,2520,1985,8272,10257,69,268,337,16543,10924,30252,1437,1205,2642,183444,226009,544,1.021085766,226009,415.4577206,0.6193,30.0203
North Central,Mityana District,25,21,46,10827,7778,31902,17405,9702,27107,17146,4698,21844,6034,5744,11778,19,16,42,10256,7382,17638,16023,9093,25116,5699,5374,11073,5311,4399,9710,31,24,55,10388,7487,17875,16583,9170,25753,5771,5403,11174,5426,26494,31920,324,1146,1470,51437,27943,108927,6059,5765,11824,328964,407386,1525,1.021611499,407386,267.1383607,0.4016,32.044
Karamoja,Moroto District,5,8,13,4961,3536,10213,6558,3544,10102,15815,2717,18532,6657,6309,12966,5,8,13,4875,3533,8408,6352,3500,9852,6651,6264,12915,3177,2699,5876,13,19,32,4740,3439,8179,6259,3446,9705,6597,6210,12807,3155,21807,24962,159,526,685,33996,16114,42712,6662,6317,12979,103432,103639,3533,1.000199951,103639,29.33455986,2.7495,34.5971
West Nile,Moyo District,1,3,4,6777,5517,44497,6854,3502,10356,8716,2571,11287,2969,2885,5854,1,3,4,6723,5468,12191,6777,3473,10250,2948,2864,5812,2919,2547,5466,23,33,56,6651,5392,12043,6699,3452,10151,2911,2835,5746,2877,14002,16879,146,412,558,25317,14478,123518,2970,2888,5858,95951,109572,1072,1.013362919,109572,102.2126866,3.636,31.7651
South Central,Mpigi District,2,6,8,4590,4083,10561,8835,6742,15577,7303,2115,9418,2613,2595,5208,0,6,6,4441,3964,8405,8359,6444,14803,2487,2466,4953,2040,2038,4078,9,9,18,4363,3868,8231,8281,6378,14659,2450,2420,4870,1986,10846,12832,169,750,919,23343,15541,36056,2615,2601,5216,250548,326690,1204,1.026891337,326690,271.3372093,0.2274,32.3249
North Central,Mubende District,82,68,150,14323,10301,40110,23152,14922,38074,19178,5862,25040,6976,6116,13092,81,68,156,14025,10194,24219,22670,14731,37401,6913,6041,12954,6862,5774,12636,62,70,132,14150,10257,24407,22836,14741,37577,7506,6071,13577,6929,33264,40193,1039,2825,3864,63711,37269,129815,7058,6184,13242,412804,522015,2711,1.023749985,522015,192.554408,0.449,31.3542
North Central,Mukono District,253,200,453,18091,14483,39710,29670,18167,47837,30247,9413,39660,11122,9935,21057,175,144,326,16658,13691,30349,27918,17039,44957,10224,9333,19557,9727,8895,18622,48,30,78,16359,13377,29736,27369,16871,44240,10061,9215,19276,9572,47134,56706,756,2556,3312,89383,52198,140468,11375,10135,21510,596804,929224,1831,1.045270922,929224,507.4953577,0.2835, 32.7633
Karamoja,Nabilatuk District,32,19,51,3992,2314,5029,5564,1852,7416,19728,2487,22215,9609,8285,17894,32,19,51,3992,2314,6306,5564,1842,7406,9603,8284,17887,3158,2485,5643,7,5,12,3968,2288,6256,5538,1831,7369,9505,8185,17690,3099,26319,29418,244,714,958,38925,14957,25988,9641,8304,17945,68409,136785,1561,1.071747609,136785,87.62652146,2.091,34.5971
Karamoja,Nakapiripirit District,14,10,24,5100,3234,10575,8283,7770,16053,22601,2701,25302,10463,9619,20082,14,10,25,5085,3230,8315,8237,7772,16009,10460,9636,20096,3371,2700,6071,7,4,11,5026,3190,8216,8160,7381,15541,10373,9529,19902,3343,29265,32608,324,784,1108,46461,23334,51043,10477,9629,20106,88281,111681,2641,1.023790759,111681,42.28739114,1.7013,34.5971
North Central,Nakaseke District,17,4,21,8449,6784,20149,12084,9260,21344,13564,4003,17567,4679,4490,9169,17,1,18,8071,6561,14632,11255,8849,20104,4396,4212,8608,4381,3871,8252,22,7,29,7950,6398,14348,10994,8598,19592,4492,4108,8600,4249,20826,25075,273,821,1094,38793,24541,72557,4696,4494,9190,197373,251398,3475,1.024489255,251398,72.3447482,1.2231,32.0837
North Central,Nakasongola District,25,24,49,13929,10391,35068,15515,9852,25367,23567,6329,29896,8519,8165,16684,17,13,30,13087,9871,22958,14313,9008,23321,8105,7682,15787,6869,6001,12870,41,17,58,12920,9791,22711,15019,8834,23853,8018,7626,15644,6778,35070,41848,558,1489,2047,61555,34761,117074,8544,8189,16733,181795,226074,3314,1.022037588,226074,68.21786361,1.349,32.4467
Busoga,Namayingo District,16,4,20,11032,6993,37975,21237,12333,33570,16161,3914,20075,6077,5657,11734,15,4,19,11025,6977,18002,21214,12307,33521,6058,5656,11714,4844,3910,8754,110,33,143,10833,6929,17762,20910,12122,33032,6021,5612,11633,4798,25110,29908,1219,2229,3448,54523,28901,148610,6093,5661,11754,215443,266716,587,1.021578321,266716,454.3713799,0.3426,33.8411
Bugisu,Namisindwa District,70,63,133,5207,3290,7799,9433,4301,13734,8100,2045,10145,3392,2737,6129,70,63,133,4525,3053,7578,7425,3528,10953,3032,2499,5531,2418,1930,4348,0,0,0,4471,3038,7509,7357,3497,10854,2975,2454,5429,2364,12061,14425,822,1282,2104,26202,12436,32018,3462,2800,6262,204281,257346,298,1.023361195,257346,863.5771812,0.9054,34.3754
Busoga,Namutumba District,7,5,12,11389,6448,13501,21382,9408,30790,24072,5162,29234,9720,8765,18485,6,5,11,11229,6358,17587,20921,9223,30144,9551,8607,18158,6445,5098,11543,19,20,39,11224,6354,17578,20728,9209,29937,9544,8615,18159,6444,36136,42580,907,2123,3030,66570,29788,59449,9727,8770,18497,252557,311339,812,1.021144992,311339,383.4224138,0.8493,33.6623
Karamoja,Napak District,16,10,26,9232,5223,12556,14028,4860,18888,32641,5110,37751,13873,13031,26904,17,9,26,8676,4867,13543,12849,4495,17344,12862,12161,25023,6063,4672,10735,123,94,217,9076,5097,14173,13797,4749,18546,13740,12905,26645,6503,44682,51185,413,1032,1445,69790,28234,61845,13889,13041,26930,142224,211830,4822,1.040642258,211830,43.9299046,2.4265,34.331
