Region,District, 0-28 DAYS FEMALE ,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE ,10-19 YEARS MALE ,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE ,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE ,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE ,10-19 YRS (B/S & RDT) MALE ,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE, 20+ (B/S & RDT) MALE ,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE ,29DAYS-4YRS (B/S & RDT) MALE  ,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE ,5-9YRS (B/S & RDT) MALE ,5-9YRS (B/S & RDT) TOTAL,0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL  ,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E)
Teso,Kapelebyong District,31,20,51,15259,7072,22331,14844,5052,19896,7750,5446,13196,7228,7059,14287,30,19,49,15120,7050,22170,14650,5020,19670,7112,6592,13704,7750,5443,13193,30,19,49,14809,6908,21717,14359,4922,19281,7025,6482,13507,7618,5366,12984,495,1086,1581,37884,24649,62533,7259,7079,14338,87580,143536,1203,1.050644012,117798.1527,97.92032643,2.211,33.7518
Karamoja,Karamoja,339,308,647,69973,43177,113150,103226,50912,154138,48178,38649,86827,125908,117173,243081,195,162,357,65071,39901,104972,90335,44995,135330,117926,109507,227433,45369,36241,81610,347,206,553,64895,39693,104588,91191,45504,136695,117462,109011,226473,44906,35952,80858,2794,7355,10149,221716,250219,471935,126247,117481,243728,965010,1496117,27407,1.044824564,1255428.722,45.806864,2.8309,34.1532
Karamoja,Karenga District,1,1,2,5208,3032,8240,7388,3079,10467,2470,1839,4309,4977,5003,9980,1,1,2,4442,2547,6989,6037,2680,8717,4443,4310,8753,2188,1665,3853,1,1,2,5006,2894,7900,7083,2991,10074,4764,4776,9540,2340,1733,4073,205,729,934,15067,12954,28021,4978,5004,9982,51233,100375,25702,1.069565971,76699.97985,2.98420278,3.5691,33.6931
Tooro,Kasese District,80,60,140,32148,27492,59640,53391,35425,88816,15871,13696,29567,14750,13646,28396,43,31,74,28945,24803,53748,45526,30721,76247,12131,11550,23681,13983,12193,26176,43,31,74,28826,25785,54611,45620,30754,76374,11925,11451,23376,13892,12214,26106,577,1468,2045,101490,90319,191809,14830,13706,28536,694987,853831,2795,1.020797326,786346.2565,281.3403422,0.1699, 30.0781
North Central,Kassanda District,16,10,26,10823,8164,18987,17409,10518,27927,7306,6363,13669,7600,7104,14704,14,4,18,10506,8052,18558,17242,10049,27291,7441,6940,14381,7218,6231,13449,30,6,36,10104,7734,17838,15913,9572,25485,7151,6649,13800,6898,5962,12860,741,1551,2292,35554,32159,67713,7616,7114,14730,271544,314008,1819,1.014635493,296278.7557,162.8800196,0.5761,31.7195
Teso,Katakwi District,9,5,14,29301,19147,48448,29442,13849,43291,14776,11406,26182,15681,14581,30262,7,5,12,36172,15046,51218,28872,13762,42634,15593,14500,30093,14718,11658,26376,7,5,12,28227,14549,42776,28520,13627,42147,15417,14352,29769,14578,11252,25830,2233,4200,6433,73528,58988,132516,15690,14586,30276,166231,234332,2306,1.03493234,204260.2064,88.57771312,1.9142,33.9583
North Central,Kayunga District,75,64,139,27071,16511,43582,34106,18262,52368,17849,14689,32538,23279,21391,44670,72,60,132,26917,16441,43358,33935,17854,51789,23102,21254,44356,17715,14586,32301,66,50,116,26535,16230,42765,33385,17684,51069,22745,20856,43601,17458,14405,31863,1801,3746,5547,79101,70917,150018,23354,21455,44809,368062,439175,1596,1.017821599,409214.4479,256.40003,0.7014,32.9029
Ankole,Kazo District,2,1,3,8566,6756,15322,11623,7364,18987,4323,3798,8121,3054,2561,5615,2,1,3,7943,6396,14339,10106,6620,16726,2851,2375,5226,4090,3612,7702,4,1,5,7617,6036,13653,9746,6234,15980,2767,2288,5055,3932,3452,7384,138,341,479,24514,20480,44994,3056,2562,5618,177054,208898,1558,1.016676661,195525.2574,125.4975978,0.3576,32.5571
Bunyoro,Kibaale District,19,12,31,7363,4818,12181,9728,5882,15610,3992,3171,7163,5092,4823,9915,16,10,26,6929,4554,11483,8970,5294,14264,4748,4524,9272,3723,2975,6698,16,10,26,6783,4433,11216,8720,5225,13945,4690,4457,9147,3668,2920,6588,473,1631,2104,21102,18706,39808,5111,4835,9946,140947,237649,1153,1.053629727,192834.1418,167.2455696,0.8088,31.0335
North Central,Kiboga District,4,6,10,8653,7605,16258,12305,9360,21665,5446,4978,10424,5578,5481,11059,4,6,10,8582,7504,16086,12117,8903,21020,5475,5369,10844,5405,4949,10354,30,6,36,8456,7435,15891,11826,8674,20500,5393,5273,10666,5559,4900,10459,172,529,701,26408,27430,53838,5582,5487,11069,148218,183255,1586,1.02144618,168342.5414,106.1428382,0.8658,31.9473
Bukedi,Kibuku District,2,3,5,2219,1260,3479,3066,1089,4155,1705,1406,3111,2332,2150,4482,2,3,5,2188,1248,3436,2998,1067,4065,2314,2146,4460,1689,1397,3086,2,3,5,2188,1248,3436,2998,1067,4065,2312,2146,4458,1689,1397,3086,121,229,350,6992,5908,12900,2334,2153,4487,202033,249441,484,1.021302871,229271.2657,473.7009621,1.0453,33.7993
Kigezi,Kigezi,46,32,78,22505,19110,41615,35367,27571,62938,10646,9057,19703,10422,9211,19633,19,17,36,21343,18212,39555,32203,25337,57540,9330,8164,17494,10068,8492,18560,19,15,34,20922,17783,38705,53080,24741,77821,9097,7939,17036,9885,8334,18219,324,952,1276,68564,64981,133545,10468,9243,19711,1376774,1787231,4993,1.026435829,1610102.319,322.4719246,0.2667,31.6167
Bunyoro,Kikuube District,27,29,56,21640,13479,35119,29490,16471,45961,12880,10031,22911,19864,18548,38412,25,28,53,19841,12289,32130,26649,15109,41758,18459,17164,35623,11930,9244,21174,24,26,50,19901,12304,32205,27270,15270,42540,18631,17599,36230,11965,9289,21254,1310,3439,4749,64037,58558,122595,19891,18577,38468,267455,379547,2098,1.035622516,329958.7323,157.2729896,1.2375,30.9876
Ankole,Kiruhura District,0,0,0,3402,3158,6560,5863,4681,10544,1677,1612,3289,1572,1550,3122,0,0,0,3400,3155,6555,5863,4676,10539,1572,1549,3121,1676,1612,3288,1,1,2,3400,3154,6554,5853,4667,10520,1571,1547,3118,1676,1612,3288,49,226,275,10942,11001,21943,1572,1550,3122,151023,203502,3003,1.03027357,180616.9259,60.14549647,0.322,30.8039
Bunyoro,Kiryandongo District,26,19,45,24250,18814,43064,145500,11664,157164,12379,10244,22623,16794,16040,32834,25,19,44,23580,18192,41772,22412,10973,33385,16433,15695,32128,12114,10052,22166,23,16,39,22863,17114,39977,21632,10712,32344,15787,15026,30813,12006,9619,21625,1524,3148,4672,182155,56781,238936,16820,16059,32879,266197,364872,3582,1.032033365,321636.6907,89.79248763,2.018,32.0837
Kigezi,Kisoro District,1,5,6,1236,1403,2639,3149,3104,6253,694,660,1354,986,951,1937,0,2,2,1058,1248,2306,2381,2563,4944,652,594,1246,583,541,1124,0,2,2,1000,1159,2159,23847,2445,26292,612,553,1165,549,506,1055,8,45,53,5080,6123,11203,987,956,1943,281705,433662,690,1.044084579,364929.2236,528.8829328,1.1539,29.6499
Tooro,Kitagwenda District,9,8,17,8077,5964,14041,10352,5746,16098,3652,3054,6706,4381,3502,7883,7,8,15,7873,5855,13728,10032,5600,15632,4154,3357,7511,3577,2988,6565,7,7,14,7632,5678,13310,9473,5307,14780,3896,3111,7007,3378,2840,6218,336,764,1100,22090,18274,40364,4390,3510,7900,143786,184947,677,1.025493871,167230.318,247.0167178,,
Acholi,Kitgum District,45,37,82,43752,26231,69983,42231,16154,58385,21341,17099,38440,25976,26443,52419,36,37,73,41818,25077,66895,38520,14457,52977,24575,24843,49418,20470,16281,36751,36,36,72,39903,23980,63883,37998,13903,51901,36660,23815,60475,19592,15539,35131,1017,2040,3057,107369,85964,193333,26021,26480,52501,204048,239655,4391,1.016214565,224721.6078,51.1777745,3.3397,33.1689
West Nile,Koboko District,19,19,38,27367,12712,40079,33204,10261,43465,17381,13005,30386,22578,20911,43489,18,18,36,26461,12286,38747,30921,9237,40158,21590,20145,41735,16650,12504,29154,16,18,34,26115,12186,38301,30854,9289,40143,21514,20046,41560,16817,12443,29260,996,2366,3362,77971,56908,134879,22597,20930,43527,206495,271781,739,1.027852876,243497.9288,329.4965207,3.5237,31.0335
Lango,Kole District,7,7,14,25013,10753,35766,28261,9352,37613,10993,7875,18868,14751,13519,28270,6,7,13,24806,10666,35472,27984,9263,37247,14626,13411,28037,10913,7804,18717,6,7,13,24450,10441,34891,27460,9134,36594,14465,13179,27644,10723,7663,18386,2162,5047,7209,64274,41506,105780,14758,13526,28284,239327,294301,1073,1.020892478,270939.1235,252.5061728,2.3031, 32.7633
Karamoja,Kotido District,95,100,195,10108,5805,15913,17619,7828,25447,7716,5713,13429,27245,24519,51764,66,66,132,9606,5549,15155,15482,7024,22506,26164,23499,49663,7553,5519,13072,59,59,118,9286,5368,14654,15128,6926,22054,24998,22341,47339,7200,5438,12638,423,1125,1548,35538,43965,79503,27340,24619,51959,181050,219734,3610,1.019553156,203356.3642,56.33140284,3.0352, 34.0641
Teso,Kumi District,37,38,75,27875,14442,42317,44195,19862,64057,15237,11458,26695,18959,17596,36555,26,32,58,27783,14378,42161,44104,19556,63660,18822,17463,36285,15181,11450,26631,26,32,58,27213,14313,41526,43231,18990,62221,18448,17146,35594,14959,11223,26182,1244,2599,3843,87344,63396,150740,18996,17634,36630,239268,286992,1005,1.018353399,266855.2321,265.5275941,1.4877,33.9304
Lango,Kwania District,35,30,65,22108,9718,31826,25261,10544,35805,10679,7720,18399,14525,13431,27956,34,29,63,23740,9588,33328,24391,10174,34565,14307,12344,26651,10454,7595,18049,31,27,58,20469,8896,29365,23554,9625,33179,13175,11459,24634,9841,7108,16949,784,1607,2391,58083,41443,99526,14560,13461,28021,183304,216125,1223,1.016607493,202344.6754,165.4494484,1.9033,32.7633
Bugisu,Kween District,3,3,6,1740,1811,3551,3499,2998,6497,701,741,1442,614,601,1215,3,3,6,1655,1754,3409,3276,2869,6145,586,558,1144,687,724,1411,3,3,6,1504,1634,3138,2945,2649,5594,527,498,1025,598,645,1243,46,106,152,5943,6154,12097,617,604,1221,93667,129277,851,1.032745867,113644.2334,133.5419899,1.4126,34.5528
North Central,Kyankwanzi District,14,9,23,6392,4227,10619,10067,5854,15921,4031,3182,7213,4705,4436,9141,12,8,20,5896,4043,9939,8971,5365,14336,4396,4201,8597,3844,3034,6878,13,9,22,5564,3730,9294,8430,5047,13477,4042,3890,7932,3543,2780,6323,901,1247,2148,20504,17708,38212,4719,4445,9164,214693,278432,2455,1.026337332,250933.4988,102.2132378,1.2061,31.8164
Tooro,Kyegegwa District,42,28,70,40279,22717,62996,55701,26831,82532,17791,15061,32852,20253,19070,39323,27,16,43,26669,20492,47161,38466,24197,62663,18255,17157,35412,16374,13730,30104,21,13,34,28908,21440,50348,39804,24493,64297,17319,17498,34817,16518,13793,30311,827,2070,2897,113813,83707,197520,20295,19098,39393,281637,501120,1882,1.059315197,397961.3775,211.4566299,0.4818,31.055
Tooro,Kyenjojo District,64,59,123,13533,9665,23198,19814,12633,32447,7065,5860,12925,8483,7596,16079,56,54,110,13189,9324,22513,18939,11972,30911,8099,7338,15437,6809,5520,12329,48,51,99,13094,9279,22373,18500,11788,30288,8323,7304,15627,6787,5550,12337,469,984,1453,40476,35813,76289,8547,7655,16202,422204,543998,2352,1.025669629,491549.5685,208.9921635,0.6093,30.6401
South Central,Kyotera District,21,13,34,18502,15969,34471,22928,14833,37761,10932,9804,20736,8884,8559,17443,21,13,34,18502,15969,34471,22928,14833,37761,8884,8559,17443,10932,9804,20736,21,13,34,18502,15969,34471,22928,14833,37761,8884,8559,17443,10932,9804,20736,340,1042,1382,52383,49178,101561,8905,8572,17477,239563,275917,1723,1.014228644,260756.3978,151.3385942,0.6359,31.5456
Acholi,Lamwo District,16,20,36,58962,41452,100414,38295,13266,51561,26623,22891,49514,27089,26321,53410,14,20,34,58514,41213,99727,37627,12941,50568,26817,26060,52877,26570,22721,49291,14,20,34,58452,41171,99623,37585,12909,50494,26783,26033,52816,26542,22687,49229,877,2344,3221,123896,103950,227846,27105,26341,53446,134371,213156,5588,1.047223071,177231.4362,31.71643454,3.491,32.808
Lango,Lango,264,241,505,190912,90982,281894,232934,89701,322635,89907,67516,157423,109198,99636,208834,235,212,447,188434,88949,277383,220525,86475,307000,105694,96547,202241,88078,66005,154083,229,208,437,183146,86926,270072,216124,84703,300827,102821,94427,197248,86198,64419,150617,11761,23758,35519,514017,348076,862093,109462,99877,209339,2061694,2546118,12856,1.021328455,2340005.074,182.0165739,,
Lango,Lira City,33,33,66,7564,4105,11669,14559,6735,21294,4177,3387,7564,7116,6131,13247,18,23,41,7095,3769,10864,13088,6042,19130,5771,5626,11397,3853,3041,6894,19,25,44,7769,3652,11421,12654,5806,18460,5412,5370,10782,3740,2879,6619,337,1203,1540,26333,20391,46724,7149,6164,13313,207482,245132,285,1.016815033,229314.8477,804.6135008,2.2596,32.8903
Lango,Lira District,22,15,37,14771,6780,21551,21581,7714,29295,7214,5225,12439,9892,8756,18648,23,15,38,13468,6307,19775,18314,6793,25107,9120,8136,17256,6921,4966,11887,20,15,35,12556,6021,18577,17272,6374,23646,8720,7798,16518,6626,4706,11332,354,881,1235,43588,28490,72078,9914,8771,18685,200561,242216,1046,1.01905033,224605.4506,214.7279642,2.2316,32.9438
Busoga,Luuka District,73,45,118,27949,13899,41848,44769,18314,63083,20088,13877,33965,31004,25721,56725,72,41,113,26805,13264,40069,42635,17504,60139,29599,24582,54181,19215,13258,32473,83,42,125,26922,13423,40345,42982,17638,60620,29967,24804,54771,19187,13342,32529,1769,4201,5970,92879,71856,164735,31077,25766,56843,238020,298639,650,1.02294741,272730.2396,419.5849839,0.7251,33.3037
North Central,Luwero District,83,59,142,30912,26298,57210,36602,24039,60641,20920,19069,39989,18300,17698,35998,37,43,80,28534,27751,56285,32307,21454,53761,16620,16056,32676,19507,17729,37236,38,43,81,28661,24573,53234,32249,21673,53922,16662,16064,32726,19601,17827,37428,1347,2602,3949,88517,87163,175680,18383,17757,36140,456958,616242,2216,1.030356466,546765.7355,246.7354402,0.8271, 32.6277
South Central,Lwengo District,60,47,107,11757,8815,20572,15692,8036,23728,6291,5503,11794,6176,6169,12345,39,32,71,10610,8321,18931,11117,6585,17702,5263,4962,10225,5960,5188,11148,39,33,72,10569,8309,18878,11045,6554,17599,5256,4948,10204,5928,5178,11106,207,622,829,33800,28570,62370,6236,6216,12452,262604,325263,988,1.021629283,298580.4256,302.2069085,0.4165,31.3999
South Central,Lyantonde District,1,3,4,4770,4289,9059,7017,5013,12030,2876,2519,5395,2067,1971,4038,1,2,3,4705,4251,8956,6897,4933,11830,2031,1951,3982,2843,2495,5338,1,1,2,4355,3980,8335,6448,4603,11051,1849,1814,3663,2639,2292,4931,100,249,349,14664,13795,28459,2068,1974,4042,93753,133017,887,1.035600371,115648.0618,130.3811294,0.2241,31.2168
West Nile,Madi-Okollo District,19,22,41,27750,19415,47165,27913,10216,38129,16191,12844,29035,18405,18467,36872,17,20,37,27076,18939,46015,26959,9850,36809,18094,17974,36068,15924,12708,28632,17,20,37,26694,18621,45315,26799,9811,36610,18019,17906,35925,15749,12583,28332,863,2801,3664,71873,60964,132837,18424,18489,36913,140188,178051,2048,1.024196666,161812.097,79.00981301,2.8218,31.2168
Bugisu,Manafwa District,8,8,16,9580,6076,15656,14563,8241,22804,5130,4330,9460,8036,6766,14802,8,7,15,8682,5634,14316,12928,6982,19910,7350,6217,13567,4651,3929,8580,8,7,15,9040,5835,14875,13617,7729,21346,7532,6405,13937,4940,4172,9112,454,670,1124,29281,25421,54702,8044,6774,14818,149544,186917,237,1.022558071,170960.9327,721.3541462,,
West Nile,Maracha District,28,17,45,30315,15863,46178,30562,10089,40651,17158,12379,29537,15626,14209,29835,29,18,47,30007,15673,45680,29659,9557,39216,15444,13939,29383,16999,12273,29272,28,17,45,29525,15255,44780,29130,9455,38585,15039,13555,28594,16669,12017,28686,1326,2759,4085,78063,52557,130620,15654,14226,29880,186134,234712,440,1.023460199,213920.0348,486.1818973,3.2873,30.9403
South Central,Masaka City,7,6,13,3197,2987,6184,6094,4501,10595,1835,1724,3559,2003,1951,3954,7,5,12,3061,2883,5944,5735,4248,9983,1855,1810,3665,1735,1625,3360,7,4,11,3087,2880,5967,5769,4243,10012,1825,1795,3620,1713,1606,3319,175,462,637,11133,11169,22302,2010,1957,3967,211591,294166,340,1.033497733,257842.4158,758.3600464,0.3427,31.7369
South Central,Masaka District,4,3,7,3153,2959,6112,4709,3350,8059,1774,1584,3358,1364,1311,2675,4,3,7,3124,2939,6063,4641,3302,7943,1339,1289,2628,1762,1572,3334,4,3,7,3041,2833,5874,4541,3262,7803,1321,1263,2584,1731,1545,3276,107,303,410,9640,9207,18847,1368,1314,2682,106626,115455,855,1.007987074,111838.9019,130.8057332,0.4464,31.9018
Bunyoro,Masindi District,36,14,50,13642,9624,23266,20226,13833,34059,8900,7398,16298,10395,9495,19890,36,14,50,12796,9121,21917,18566,12571,31137,9782,8975,18757,8334,7071,15405,36,14,50,12616,8947,21563,18616,12809,31425,9664,8903,18567,8271,6901,15172,310,930,1240,42804,40364,83168,10431,9509,19940,291113,342635,3891,1.016428918,321013.779,82.50161373,1.6873,31.7138
Busoga,Mayuge District,42,18,60,31694,16826,48520,59180,27771,86951,20290,15504,35794,29025,25738,54763,42,18,60,31330,16598,47928,57940,27249,85189,28651,25370,54021,20134,15332,35466,41,16,57,31133,16499,47632,57528,27067,84595,28481,25240,53721,20027,15246,35273,2305,4802,7107,111206,85857,197063,29067,25756,54823,473239,577563,1075,1.020121459,533324.8616,496.1161503,0.3125,33.528
Bugisu,Mbale City,14,10,24,9419,5741,15160,20209,9931,30140,5233,4301,9534,7241,6651,13892,13,9,22,9268,5602,14870,19766,9627,29393,7089,6484,13573,5128,4224,9352,13,9,22,9259,5597,14856,19759,9618,29377,7075,6474,13549,5122,4206,9328,574,1148,1722,34875,26634,61509,7255,6661,13916,266617,290414,156,1.008586083,280650.3991,1799.04102,1.0871,34.1781
Bugisu,Mbale District,11,9,20,13834,8310,22144,21691,9568,31259,7775,6119,13894,11468,10586,22054,11,9,20,13785,8275,22060,21497,9504,31001,11386,9825,21211,7752,6081,13833,11,9,20,13678,8201,21879,21270,9423,30693,11308,9752,21060,7681,6022,13703,673,1294,1967,43311,34592,77903,11479,10595,22074,222343,290356,360,1.027047984,260956.3489,724.8787469,1.0344,34.1977
Ankole,Mbarara City,3,6,9,1173,1107,2280,2876,2685,5561,1112,1142,2254,772,787,1559,2,3,5,713,643,1356,2182,2043,4225,417,411,828,450,461,911,2,3,5,689,630,1319,2189,2138,4327,418,415,833,440,444,884,20,69,89,5164,5727,10891,775,793,1568,199066,264425,471,1.028799021,236037.14,501.1404246,0.6121, 30.6373
Ankole,Mbarara District,2,1,3,1178,967,2145,2484,1787,4271,664,633,1297,690,707,1397,1,0,1,954,809,1763,2102,1471,3573,573,586,1159,528,510,1038,1,0,1,939,796,1735,2081,1465,3546,567,585,1152,515,502,1017,47,137,184,4328,4095,8423,692,708,1400,145838,174039,773,1.017835486,162157.1966,209.7764509,0.6121,30.6373
Ankole,Mitooma District,2,7,9,5616,4439,10055,9057,4499,13556,2560,2149,4709,2356,1923,4279,0,4,4,4907,3860,8767,7385,3836,11221,1946,1619,3565,2215,1890,4105,0,4,4,5270,4175,9445,8170,4138,12308,2102,1722,3824,2382,2032,4414,72,280,352,17235,13017,30252,2358,1930,4288,183444,226009,544,1.021085766,207910.702,382.1887905,0.6193,30.0203
North Central,Mityana District,30,32,62,17133,14769,31902,28011,19051,47062,10228,9344,19572,10649,10329,20978,26,24,50,15935,13591,29526,25997,17539,43536,11293,9680,20973,9415,8678,18093,31,24,55,16473,13899,30372,26627,17819,44446,10220,9801,20021,9761,8877,18638,484,2055,2539,55402,53525,108927,10679,10361,21040,328964,407386,1525,1.021611499,373992.6004,245.2410495,0.4016,32.044
Karamoja,Moroto District,19,23,42,6216,3997,10213,8824,4782,13606,4005,3320,7325,12157,11526,23683,13,20,33,5878,3805,9683,7562,4314,11876,11590,11011,22601,3823,3165,6988,13,19,32,5814,3741,9555,7440,4255,11695,11458,10916,22374,3727,3109,6836,114,623,737,19064,23648,42712,12176,11549,23725,103432,103639,3533,1.000199951,103556.1503,29.31110963,2.7495,34.5971
West Nile,Moyo District,23,28,51,25142,19355,44497,21941,10320,32261,16269,13859,30128,16592,16581,33173,23,25,48,24192,18815,43007,19710,9666,29376,16132,16065,32197,15860,13543,29403,23,33,56,23904,18650,42554,19465,9576,29041,15923,15848,31771,15682,13376,29058,355,844,1199,63375,60143,123518,16615,16609,33224,95951,109572,1072,1.013362919,103905.7438,96.92699978,3.636,31.7651
South Central,Mpigi District,11,10,21,5337,5224,10561,9303,7353,16656,2944,2903,5847,3228,2971,6199,17,10,27,5134,5077,10211,8968,6885,15853,2958,2869,5827,2851,2836,5687,9,9,18,4801,4803,9604,8384,6344,14728,2783,2689,5472,2646,2687,5333,134,641,775,17595,18461,36056,3239,2981,6220,250548,326690,1204,1.026891337,293790.5895,244.0121175,0.2274,32.3249
